NAME,median_household_income,total_poverty_determined,total_below_poverty,total_education_25plus,bachelors_degree,total_employment_16plus,in_labor_force,unemployed,median_home_value,median_gross_rent,total_occupied_housing,owner_occupied,renter_occupied,total_population,median_age,total_race,white_alone,black_alone,asian_alone,hispanic_or_latino,total_internet_hh,with_internet,state,county,tract,county_name,poverty_rate,unemployment_rate,homeownership_rate,internet_access_rate
Census Tract 1; Fulton County; Georgia,154808,5159,438,4097,1882,4364,2842,60,831500,1707,2458,1545,913,5160,44.8,5160,4439,140,298,90,2458,2443,13,121,000100,Fulton,8.49,2.11,62.86,99.39
Census Tract 92.01; Fulton County; Georgia,58188,1504,154,1307,534,1411,1216,126,363500,1458,815,266,549,1504,35.4,1504,774,294,116,244,815,780,13,121,009201,Fulton,10.24,10.36,32.64,95.71
Census Tract 92.02; Fulton County; Georgia,101993,2816,221,2300,1225,2656,2231,0,679700,1775,1615,359,1256,2816,30.5,2816,1503,1089,85,94,1615,1602,13,121,009202,Fulton,7.85,0.0,22.23,99.2
Census Tract 92.03; Fulton County; Georgia,81096,2768,327,2049,748,2385,1790,132,568300,1369,1853,529,1324,2768,35.1,2768,1283,1094,176,266,1853,1724,13,121,009203,Fulton,11.81,7.37,28.55,93.04
Census Tract 93.01; Fulton County; Georgia,129083,3871,434,2622,927,2862,2219,52,642000,1358,1661,1360,301,3871,33.8,3871,3281,102,256,497,1661,1606,13,121,009301,Fulton,11.21,2.34,81.88,96.69
Census Tract 93.02; Fulton County; Georgia,148662,1967,82,1648,816,1676,1262,32,831100,1389,1113,625,488,1967,44.8,1967,1583,176,50,0,1113,953,13,121,009302,Fulton,4.17,2.54,56.15,85.62
Census Tract 94.05; Fulton County; Georgia,74424,3769,414,3179,1182,3690,3300,114,512500,1703,2303,76,2227,3769,32.1,3769,1466,1424,786,159,2303,2289,13,121,009405,Fulton,10.98,3.45,3.3,99.39
Census Tract 94.06; Fulton County; Georgia,78365,1658,225,1443,619,1600,1378,31,421700,1801,1308,315,993,1658,33.8,1658,541,640,235,213,1308,1308,13,121,009406,Fulton,13.57,2.25,24.08,100.0
Census Tract 94.07; Fulton County; Georgia,93601,1090,0,931,441,1013,950,48,211700,1632,703,224,479,1090,32.1,1090,413,380,140,32,703,652,13,121,009407,Fulton,0.0,5.05,31.86,92.75
Census Tract 94.08; Fulton County; Georgia,52031,1648,312,1432,533,1581,1238,9,170800,1452,1145,195,950,1648,34.3,1648,672,518,314,113,1145,920,13,121,009408,Fulton,18.93,0.73,17.03,80.35
Census Tract 94.09; Fulton County; Georgia,84886,2062,383,1458,320,1686,1338,74,259600,1840,894,351,543,2075,33.2,2075,745,897,107,326,894,857,13,121,009409,Fulton,18.57,5.53,39.26,95.86
Census Tract 94.10; Fulton County; Georgia,91622,3592,151,2222,1158,2383,1839,0,1724100,1746,1355,502,853,3592,29.0,3592,2762,395,345,35,1355,1248,13,121,009410,Fulton,4.2,0.0,37.05,92.1
Census Tract 94.11; Fulton County; Georgia,104779,2485,345,2073,910,2238,1553,49,396400,1422,1385,1185,200,2485,53.7,2485,1617,248,359,296,1385,1375,13,121,009411,Fulton,13.88,3.16,85.56,99.28
Census Tract 95.01; Fulton County; Georgia,151404,3491,119,2792,1214,2970,1455,0,1242400,2254,1685,1397,288,3491,58.5,3491,3121,29,44,260,1685,1622,13,121,009501,Fulton,3.41,0.0,82.91,96.26
Census Tract 95.03; Fulton County; Georgia,42832,1388,347,1580,309,1633,600,0,187700,444,1227,435,792,1633,68.9,1633,958,413,139,52,1227,1184,13,121,009503,Fulton,25.0,0.0,35.45,96.5
Census Tract 95.04; Fulton County; Georgia,92109,2683,232,2112,943,2283,1573,108,260300,2197,1594,860,734,2683,40.3,2683,2146,278,96,275,1594,1575,13,121,009504,Fulton,8.65,6.87,53.95,98.81
Census Tract 96.01; Fulton County; Georgia,126875,3180,204,2299,885,2802,2229,0,545500,1872,1775,588,1187,3190,35.2,3190,1888,368,716,136,1775,1711,13,121,009601,Fulton,6.42,0.0,33.13,96.39
Census Tract 96.04; Fulton County; Georgia,68302,2879,300,2492,1088,2708,1843,0,681700,1537,1806,807,999,2879,45.3,2879,2354,111,353,53,1806,1684,13,121,009604,Fulton,10.42,0.0,44.68,93.24
Census Tract 96.05; Fulton County; Georgia,99375,2625,284,2026,1085,2604,2092,56,404000,1909,1861,260,1601,2625,29.7,2625,1757,474,186,193,1861,1652,13,121,009605,Fulton,10.82,2.68,13.97,88.77
Census Tract 96.06; Fulton County; Georgia,239511,1618,64,1035,471,1091,722,16,805800,2112,557,502,55,1618,38.4,1618,1283,218,26,69,557,541,13,121,009606,Fulton,3.96,2.22,90.13,97.13
Census Tract 96.07; Fulton County; Georgia,104017,4581,429,4016,2094,4268,2728,36,458500,2218,2809,942,1867,4716,38.8,4716,2948,1370,193,157,2809,2524,13,121,009607,Fulton,9.36,1.32,33.54,89.85
Census Tract 97; Fulton County; Georgia,250001,3811,100,2687,1008,3070,1922,64,1037900,1966,1544,1431,113,3852,46.3,3852,3095,259,134,160,1544,1403,13,121,009700,Fulton,2.62,3.33,92.68,90.87
Census Tract 98.02; Fulton County; Georgia,178594,3936,146,2725,1277,3167,2143,37,1309700,1918,1731,1113,618,3936,44.9,3936,3369,261,165,81,1731,1705,13,121,009802,Fulton,3.71,1.73,64.3,98.5
Census Tract 98.03; Fulton County; Georgia,83015,2845,209,2530,1342,2648,1513,6,823100,1637,1601,707,894,2940,48.4,2940,2352,229,163,211,1601,1404,13,121,009803,Fulton,7.35,0.4,44.16,87.7
Census Tract 98.04; Fulton County; Georgia,250001,2436,0,1565,740,1709,1206,24,1161000,-666666666,790,765,25,2436,36.0,2436,2294,21,92,29,790,780,13,121,009804,Fulton,0.0,1.99,96.84,98.73
Census Tract 99; Fulton County; Georgia,180500,4966,208,3328,1701,3634,2491,119,1268200,1771,2084,1457,627,4966,37.7,4966,4416,342,0,116,2084,2016,13,121,009900,Fulton,4.19,4.78,69.91,96.74
Census Tract 100.03; Fulton County; Georgia,137723,3698,382,3081,1473,3350,2878,108,429500,1820,2214,1460,754,3698,32.5,3698,2851,295,470,126,2214,2170,13,121,010003,Fulton,10.33,3.75,65.94,98.01
Census Tract 100.04; Fulton County; Georgia,241607,2185,148,1526,974,1830,1509,6,810300,-666666666,806,782,24,2221,38.6,2221,1435,407,24,288,806,792,13,121,010004,Fulton,6.77,0.4,97.02,98.26
Census Tract 100.05; Fulton County; Georgia,250001,3154,6,2183,1351,2397,1566,51,1464900,-666666666,1135,1113,22,3154,41.7,3154,3124,30,0,22,1135,1091,13,121,010005,Fulton,0.19,3.26,98.06,96.12
Census Tract 100.06; Fulton County; Georgia,102841,4057,564,3074,1227,3787,2933,200,478400,2028,2749,664,2085,4057,33.5,4057,2544,1034,418,70,2749,2647,13,121,010006,Fulton,13.9,6.82,24.15,96.29
Census Tract 100.07; Fulton County; Georgia,224000,1643,10,1541,861,1622,709,0,846100,2004,764,598,166,1850,50.9,1850,1469,41,125,178,764,649,13,121,010007,Fulton,0.61,0.0,78.27,84.95
Census Tract 101.06; Fulton County; Georgia,92321,3674,336,2714,1265,3060,2284,100,626700,1470,1749,1027,722,3674,41.7,3674,2685,668,119,53,1749,1714,13,121,010106,Fulton,9.15,4.38,58.72,98.0
Census Tract 101.07; Fulton County; Georgia,250001,1935,95,1537,762,1686,956,49,846700,-666666666,740,735,5,1935,55.8,1935,1743,24,43,50,740,735,13,121,010107,Fulton,4.91,5.13,99.32,99.32
Census Tract 101.08; Fulton County; Georgia,144047,4615,173,3309,1273,3881,2188,92,706600,-666666666,1841,1399,442,4615,51.9,4615,3945,169,370,71,1841,1602,13,121,010108,Fulton,3.75,4.2,75.99,87.02
Census Tract 101.15; Fulton County; Georgia,164881,2525,54,2187,954,2373,1389,18,898600,2143,1092,652,440,2764,50.1,2764,2134,238,63,384,1092,1067,13,121,010115,Fulton,2.14,1.3,59.71,97.71
Census Tract 101.17; Fulton County; Georgia,72000,4354,202,3186,1097,3599,3125,118,162200,1575,2292,571,1721,4354,32.1,4354,1240,2326,351,495,2292,2215,13,121,010117,Fulton,4.64,3.78,24.91,96.64
Census Tract 101.20; Fulton County; Georgia,80515,2606,212,2039,925,2383,2179,115,206500,1641,1400,730,670,2606,36.4,2606,1581,524,84,179,1400,1327,13,121,010120,Fulton,8.14,5.28,52.14,94.79
Census Tract 101.21; Fulton County; Georgia,111058,2407,203,2003,690,2119,1410,33,396600,1797,1450,1102,348,2407,47.0,2407,1642,451,186,81,1450,1295,13,121,010121,Fulton,8.43,2.34,76.0,89.31
Census Tract 101.24; Fulton County; Georgia,82743,2340,248,1270,69,1825,1732,112,272400,1759,1159,347,812,2340,27.9,2340,573,1635,0,477,1159,1084,13,121,010124,Fulton,10.6,6.47,29.94,93.53
Census Tract 101.25; Fulton County; Georgia,75971,4207,528,3092,976,3879,2661,252,198500,1678,1831,549,1282,4207,35.4,4207,1160,2322,0,78,1831,1560,13,121,010125,Fulton,12.55,9.47,29.98,85.2
Census Tract 101.26; Fulton County; Georgia,86849,2399,224,1867,863,2048,1630,116,180800,1695,1311,800,511,2399,38.3,2399,1383,482,147,422,1311,1215,13,121,010126,Fulton,9.34,7.12,61.02,92.68
Census Tract 101.27; Fulton County; Georgia,130431,2110,57,1741,700,1806,1255,1,506800,1849,980,658,322,2122,43.3,2122,1280,332,429,73,980,851,13,121,010127,Fulton,2.7,0.08,67.14,86.84
Census Tract 101.28; Fulton County; Georgia,112941,1699,108,978,335,1642,1534,0,-666666666,1809,766,188,578,1699,29.0,1699,398,784,498,82,766,766,13,121,010128,Fulton,6.36,0.0,24.54,100.0
Census Tract 101.29; Fulton County; Georgia,92763,4168,399,3322,1237,3579,2977,13,727500,1689,2366,698,1668,4211,32.8,4211,2878,674,173,806,2366,2236,13,121,010129,Fulton,9.57,0.44,29.5,94.51
Census Tract 101.30; Fulton County; Georgia,101123,3813,73,3017,1459,3299,2583,0,325600,1667,2072,653,1419,3813,32.2,3813,1683,112,1488,54,2072,1982,13,121,010130,Fulton,1.91,0.0,31.52,95.66
Census Tract 101.31; Fulton County; Georgia,65893,2525,29,1822,617,1854,1323,47,592900,1854,1149,369,780,2525,38.5,2525,1017,742,694,35,1149,1124,13,121,010131,Fulton,1.15,3.55,32.11,97.82
Census Tract 101.32; Fulton County; Georgia,68827,3317,256,2792,1133,2904,2196,71,408900,1955,1901,750,1151,3352,38.7,3352,1994,713,289,362,1901,1604,13,121,010132,Fulton,7.72,3.23,39.45,84.38
Census Tract 101.33; Fulton County; Georgia,95581,5257,472,4022,1290,4574,3356,179,439400,1935,2700,747,1953,5257,36.5,5257,3143,1013,823,390,2700,2553,13,121,010133,Fulton,8.98,5.33,27.67,94.56
Census Tract 101.34; Fulton County; Georgia,72469,2164,177,1595,598,1776,1481,43,162400,1570,1168,260,908,2178,34.9,2178,974,451,359,227,1168,1073,13,121,010134,Fulton,8.18,2.9,22.26,91.87
Census Tract 101.35; Fulton County; Georgia,37264,2221,192,1266,356,1594,1141,8,564000,1386,980,308,672,2221,35.6,2221,1032,932,0,750,980,850,13,121,010135,Fulton,8.64,0.7,31.43,86.73
Census Tract 101.36; Fulton County; Georgia,118953,3417,337,2222,1139,2690,2257,78,848300,2188,1605,772,833,3417,31.2,3417,2832,265,32,392,1605,1520,13,121,010136,Fulton,9.86,3.46,48.1,94.7
Census Tract 101.37; Fulton County; Georgia,81425,3516,47,2671,992,2937,2426,29,520700,1473,1781,747,1034,3569,33.1,3569,2283,659,50,808,1781,1732,13,121,010137,Fulton,1.34,1.2,41.94,97.25
Census Tract 102.04; Fulton County; Georgia,172500,5278,158,3698,1614,4155,2225,21,716200,3501,1926,1879,47,5278,49.2,5278,4680,168,166,73,1926,1881,13,121,010204,Fulton,2.99,0.94,97.56,97.66
Census Tract 102.11; Fulton County; Georgia,198182,3586,128,2453,1189,2929,2131,43,1061700,2139,1436,959,477,3627,36.9,3627,2990,254,159,197,1436,1333,13,121,010211,Fulton,3.57,2.02,66.78,92.83
Census Tract 102.12; Fulton County; Georgia,80172,5736,808,3497,1367,4084,3314,273,481400,1431,2400,1171,1229,5736,32.0,5736,3910,431,164,2417,2400,2269,13,121,010212,Fulton,14.09,8.24,48.79,94.54
Census Tract 102.13; Fulton County; Georgia,70160,883,113,756,354,809,549,6,181900,1406,614,156,458,883,35.6,883,268,477,132,49,614,530,13,121,010213,Fulton,12.8,1.09,25.41,86.32
Census Tract 102.14; Fulton County; Georgia,53090,2161,717,1820,488,1987,1055,26,622600,1392,1505,474,1031,2189,35.6,2189,933,593,75,503,1505,966,13,121,010214,Fulton,33.18,2.46,31.5,64.19
Census Tract 102.15; Fulton County; Georgia,123680,1519,7,1381,827,1396,1049,125,646100,1474,750,582,168,1519,48.8,1519,1102,265,105,116,750,750,13,121,010215,Fulton,0.46,11.92,77.6,100.0
Census Tract 102.16; Fulton County; Georgia,94663,4150,292,2881,1041,3353,2360,23,270800,1650,1547,902,645,4150,36.2,4150,1951,1807,259,142,1547,1513,13,121,010216,Fulton,7.04,0.97,58.31,97.8
Census Tract 102.17; Fulton County; Georgia,92500,2651,54,2102,820,2342,1637,61,528900,1167,1222,897,325,2651,45.8,2651,1866,298,265,378,1222,1099,13,121,010217,Fulton,2.04,3.73,73.4,89.93
Census Tract 102.18; Fulton County; Georgia,57776,1633,341,1472,732,1507,1082,26,189200,1306,1013,643,370,1633,46.7,1633,813,659,0,130,1013,933,13,121,010218,Fulton,20.88,2.4,63.47,92.1
Census Tract 102.19; Fulton County; Georgia,76116,2154,25,1569,589,1619,1503,0,-666666666,1373,1175,18,1157,2154,34.3,2154,578,1362,36,81,1175,1175,13,121,010219,Fulton,1.16,0.0,1.53,100.0
Census Tract 102.20; Fulton County; Georgia,130139,4449,275,3168,1312,3433,2403,150,651000,1762,2077,1350,727,4449,40.8,4449,3411,346,329,265,2077,2042,13,121,010220,Fulton,6.18,6.24,65.0,98.31
Census Tract 102.21; Fulton County; Georgia,95646,2092,139,1655,706,1842,1158,106,430900,2059,1124,769,355,2092,48.2,2092,1667,104,191,160,1124,1081,13,121,010221,Fulton,6.64,9.15,68.42,96.17
Census Tract 102.22; Fulton County; Georgia,197250,2564,105,1930,1124,2190,1383,50,1107600,-666666666,931,901,30,2564,49.0,2564,2381,22,94,162,931,931,13,121,010222,Fulton,4.1,3.62,96.78,100.0
Census Tract 102.23; Fulton County; Georgia,222935,2845,43,2157,1006,2494,1448,18,848300,3501,1232,1160,72,2845,52.8,2845,2343,140,195,185,1232,1232,13,121,010223,Fulton,1.51,1.24,94.16,100.0
Census Tract 103.05; Fulton County; Georgia,98194,5167,445,3510,871,3939,2039,25,221500,1481,1528,1312,216,5167,33.8,5167,1,5016,0,0,1528,1364,13,121,010305,Fulton,8.61,1.23,85.86,89.27
Census Tract 103.06; Fulton County; Georgia,145029,4101,394,2749,776,3256,2709,59,337100,-666666666,1455,1434,21,4101,39.9,4101,349,3365,289,65,1455,1455,13,121,010306,Fulton,9.61,2.18,98.56,100.0
Census Tract 103.07; Fulton County; Georgia,127937,5690,155,3685,1281,4472,3063,225,283500,-666666666,1905,1830,75,5690,40.2,5690,376,5137,0,477,1905,1762,13,121,010307,Fulton,2.72,7.35,96.06,92.49
Census Tract 103.08; Fulton County; Georgia,89347,4837,500,3062,881,3489,2726,396,300900,-666666666,1797,1624,173,4837,41.9,4837,169,4507,0,100,1797,1797,13,121,010308,Fulton,10.34,14.53,90.37,100.0
Census Tract 103.09; Fulton County; Georgia,100689,4300,304,3209,455,3843,2660,0,290100,2195,1626,782,844,4300,39.4,4300,482,3485,99,235,1626,1230,13,121,010309,Fulton,7.07,0.0,48.09,75.65
Census Tract 103.10; Fulton County; Georgia,96166,5570,91,3365,1346,3838,3423,42,370300,-666666666,1696,1648,48,5651,38.3,5651,1113,4473,0,127,1696,1696,13,121,010310,Fulton,1.63,1.23,97.17,100.0
Census Tract 103.11; Fulton County; Georgia,108800,6054,418,3723,828,4438,3458,772,291300,-666666666,2286,2153,133,6054,29.8,6054,0,5938,0,61,2286,2286,13,121,010311,Fulton,6.9,22.33,94.18,100.0
Census Tract 103.12; Fulton County; Georgia,98977,2897,108,2279,614,2557,1522,145,287800,1532,1149,973,176,2897,52.7,2897,53,2785,0,0,1149,1149,13,121,010312,Fulton,3.73,9.53,84.68,100.0
Census Tract 103.13; Fulton County; Georgia,95567,3681,264,2445,1078,2814,2444,303,342600,1397,1639,785,854,3681,34.3,3681,6,3649,24,0,1639,1569,13,121,010313,Fulton,7.17,12.4,47.9,95.73
Census Tract 103.14; Fulton County; Georgia,102956,2742,0,1621,414,2494,1444,19,166300,-666666666,803,737,66,2742,41.6,2742,0,2715,0,27,803,803,13,121,010314,Fulton,0.0,1.32,91.78,100.0
Census Tract 103.15; Fulton County; Georgia,93065,5327,257,3619,808,4409,2798,91,284600,867,1902,1198,704,5327,38.7,5327,0,4940,0,136,1902,1811,13,121,010315,Fulton,4.82,3.25,62.99,95.22
Census Tract 104.01; Fulton County; Georgia,56883,4920,497,2992,411,3641,2857,174,139100,1183,1805,942,863,4926,37.2,4926,762,3159,24,875,1805,1700,13,121,010401,Fulton,10.1,6.09,52.19,94.18
Census Tract 104.02; Fulton County; Georgia,76366,4095,329,2980,609,3338,1877,56,295200,1241,1597,1408,189,4141,46.9,4141,2766,1169,0,492,1597,1445,13,121,010402,Fulton,8.03,2.98,88.17,90.48
Census Tract 105.08; Fulton County; Georgia,56182,4254,804,2734,770,3182,1829,243,185200,1617,1417,1094,323,4267,33.4,4267,96,4035,11,137,1417,1245,13,121,010508,Fulton,18.9,13.29,77.21,87.86
Census Tract 105.17; Fulton County; Georgia,71075,5427,929,2914,426,4265,2647,147,186400,1547,1922,1113,809,5427,28.0,5427,34,5181,9,95,1922,1778,13,121,010517,Fulton,17.12,5.55,57.91,92.51
Census Tract 105.18; Fulton County; Georgia,81421,2876,162,2323,282,2654,1590,131,124400,1745,1281,927,354,2876,49.2,2876,175,2652,16,97,1281,1081,13,121,010518,Fulton,5.63,8.24,72.37,84.39
Census Tract 105.19; Fulton County; Georgia,61111,3605,446,2184,275,2873,1629,35,283300,1299,1416,661,755,3605,36.6,3605,502,2786,0,334,1416,1343,13,121,010519,Fulton,12.37,2.15,46.68,94.84
Census Tract 105.20; Fulton County; Georgia,64916,6805,2096,3973,1085,4841,3494,752,270500,1560,2043,1152,891,6805,31.5,6805,479,6234,35,14,2043,1984,13,121,010520,Fulton,30.8,21.52,56.39,97.11
Census Tract 105.21; Fulton County; Georgia,49245,1879,378,1280,96,1439,788,70,169100,1150,702,430,272,1886,43.4,1886,77,1689,0,94,702,521,13,121,010521,Fulton,20.12,8.88,61.25,74.22
Census Tract 105.22; Fulton County; Georgia,47548,5695,1388,3563,456,4354,3021,220,161400,1154,2332,972,1360,5735,31.6,5735,273,5014,282,15,2332,2245,13,121,010522,Fulton,24.37,7.28,41.68,96.27
Census Tract 105.23; Fulton County; Georgia,55320,1485,470,844,175,1139,743,23,103900,1125,537,336,201,1485,26.8,1485,64,1142,0,179,537,491,13,121,010523,Fulton,31.65,3.1,62.57,91.43
Census Tract 105.24; Fulton County; Georgia,50000,4001,363,2294,300,2714,2351,89,191700,1157,1384,301,1083,4063,27.5,4063,79,3868,0,46,1384,1204,13,121,010524,Fulton,9.07,3.79,21.75,86.99
Census Tract 105.25; Fulton County; Georgia,45875,2742,350,1886,385,2221,1652,51,-666666666,1302,1354,350,1004,2742,31.4,2742,0,2630,0,43,1354,1230,13,121,010525,Fulton,12.76,3.09,25.85,90.84
Census Tract 105.26; Fulton County; Georgia,75521,6031,545,3410,742,4526,3461,40,275700,1805,2254,1552,702,6036,27.9,6036,0,5146,0,555,2254,1828,13,121,010526,Fulton,9.04,1.16,68.86,81.1
Census Tract 105.27; Fulton County; Georgia,39837,7164,1439,4863,1662,5570,3400,334,150100,1326,2663,1388,1275,7164,37.0,7164,821,5909,0,689,2663,2528,13,121,010527,Fulton,20.09,9.82,52.12,94.93
Census Tract 105.28; Fulton County; Georgia,46431,3967,471,2416,170,2891,2081,138,173300,1123,1780,485,1295,4025,31.5,4025,328,2885,0,702,1780,1456,13,121,010528,Fulton,11.87,6.63,27.25,81.8
Census Tract 105.29; Fulton County; Georgia,64936,5894,1070,3978,748,4892,3978,289,175700,1678,2316,1843,473,5958,33.1,5958,228,5425,31,203,2316,2285,13,121,010529,Fulton,18.15,7.26,79.58,98.66
Census Tract 105.30; Fulton County; Georgia,54726,3643,93,2467,407,2911,1719,231,171200,1232,1391,634,757,3643,37.3,3643,44,3316,0,0,1391,1268,13,121,010530,Fulton,2.55,13.44,45.58,91.16
Census Tract 105.31; Fulton County; Georgia,66190,1925,9,1440,392,1870,1257,253,173300,-666666666,772,680,92,1929,37.1,1929,14,1915,0,2,772,718,13,121,010531,Fulton,0.47,20.13,88.08,93.01
Census Tract 105.32; Fulton County; Georgia,42731,3007,270,2080,191,2402,1353,262,167600,1564,1157,472,685,3007,41.1,3007,1,2747,0,200,1157,1157,13,121,010532,Fulton,8.98,19.36,40.8,100.0
Census Tract 105.33; Fulton County; Georgia,52940,2176,56,1681,139,1893,1281,0,203800,1145,978,570,408,2176,47.4,2176,205,1971,0,0,978,755,13,121,010533,Fulton,2.57,0.0,58.28,77.2
Census Tract 105.34; Fulton County; Georgia,68889,3526,488,2541,997,3024,2654,148,185500,1448,1726,700,1026,3526,31.7,3526,1099,2211,46,327,1726,1584,13,121,010534,Fulton,13.84,5.58,40.56,91.77
Census Tract 105.35; Fulton County; Georgia,137642,2571,45,2035,594,2067,1694,18,215500,-666666666,825,727,98,2674,37.0,2674,380,1944,0,369,825,814,13,121,010535,Fulton,1.75,1.06,88.12,98.67
Census Tract 105.36; Fulton County; Georgia,114886,3239,99,2013,382,2502,1950,0,238400,-666666666,1045,876,169,3239,33.0,3239,0,3237,0,54,1045,1032,13,121,010536,Fulton,3.06,0.0,83.83,98.76
Census Tract 105.37; Fulton County; Georgia,83291,4243,987,2198,678,3109,2163,179,218000,1645,1245,894,351,4243,26.4,4243,129,4052,11,138,1245,1198,13,121,010537,Fulton,23.26,8.28,71.81,96.22
Census Tract 105.38; Fulton County; Georgia,69497,2893,312,2044,462,2392,1532,14,220800,-666666666,1215,903,312,2976,36.1,2976,339,2316,15,24,1215,948,13,121,010538,Fulton,10.78,0.91,74.32,78.02
Census Tract 105.39; Fulton County; Georgia,85981,2815,168,1998,361,2161,1460,0,228500,1973,1407,1123,284,2820,39.7,2820,10,2810,0,0,1407,1286,13,121,010539,Fulton,5.97,0.0,79.82,91.4
Census Tract 105.40; Fulton County; Georgia,79920,5942,24,3131,566,3447,2481,22,193100,1751,1645,581,1064,5942,25.8,5942,259,5656,0,56,1645,1621,13,121,010540,Fulton,0.4,0.89,35.32,98.54
Census Tract 106.01; Fulton County; Georgia,62671,3313,973,2222,608,2518,1726,82,342200,961,1516,501,1015,3313,36.0,3313,974,2129,8,247,1516,1279,13,121,010601,Fulton,29.37,4.75,33.05,84.37
Census Tract 106.03; Fulton County; Georgia,47226,3756,522,2042,155,2462,1828,145,269900,1079,1335,319,1016,3756,28.6,3756,35,3552,0,0,1335,1202,13,121,010603,Fulton,13.9,7.93,23.9,90.04
Census Tract 106.04; Fulton County; Georgia,28239,2728,899,1792,163,2155,1425,400,163500,1146,1285,305,980,2728,35.4,2728,52,2532,20,70,1285,1002,13,121,010604,Fulton,32.95,28.07,23.74,77.98
Census Tract 108.01; Fulton County; Georgia,61593,1988,579,1585,236,1840,1484,149,186900,1488,1176,551,625,1988,47.7,1988,1070,647,36,206,1176,994,13,121,010801,Fulton,29.12,10.04,46.85,84.52
Census Tract 108.02; Fulton County; Georgia,64833,4578,603,2832,652,3332,2537,102,258800,1054,1732,1003,729,4578,34.0,4578,1006,1589,229,2079,1732,1465,13,121,010802,Fulton,13.17,4.02,57.91,84.58
Census Tract 110; Fulton County; Georgia,45685,2673,556,1731,346,2095,1354,266,115400,1054,971,480,491,2711,43.7,2711,605,1276,0,1118,971,739,13,121,011000,Fulton,20.8,19.65,49.43,76.11
Census Tract 111; Fulton County; Georgia,77208,2441,370,2103,729,2178,1721,92,217200,970,1218,761,457,2443,41.7,2443,1011,1208,72,128,1218,1072,13,121,011100,Fulton,15.16,5.35,62.48,88.01
Census Tract 112.02; Fulton County; Georgia,60295,4272,874,3295,681,3605,2548,346,232900,1262,2263,1139,1124,4294,37.3,4294,1320,2552,213,264,2263,1800,13,121,011202,Fulton,20.46,13.58,50.33,79.54
Census Tract 112.03; Fulton County; Georgia,51917,2530,889,1672,176,1721,1202,58,169600,1322,851,352,499,2530,32.8,2530,588,1733,0,284,851,713,13,121,011203,Fulton,35.14,4.83,41.36,83.78
Census Tract 112.04; Fulton County; Georgia,75625,1361,267,1209,163,1209,961,93,212100,1122,704,200,504,1361,36.2,1361,19,1246,0,26,704,631,13,121,011204,Fulton,19.62,9.68,28.41,89.63
